time,seconds_elapsed,z,y,x
1790096826817684224,0.116684326171875,0.0,0.0,0.0
1790096826827684352,0.126684326171875,-0.035584496130321996,-0.02068244736604012,-0.06859128596065757
1790096826837684224,0.13668432617187498,-0.04433111444219841,-0.0038181632085650874,-0.1316352202017915
1790096826847684352,0.146684326171875,-0.04102371003892677,0.03727406613167864,-0.17494858082203435
1790096826857684224,0.156684326171875,-0.07185584082871437,0.06246766444470278,-0.18364831517008848
1790096826867684352,0.16668432617187498,-0.13754909599855486,0.05216727486486665,-0.15472676821151451
1790096826877684224,0.17668432617187496,-0.19557108855624156,0.033341063862790475,-0.12149167915478609
1790096826887684352,0.18668432617187497,-0.2348339904067862,0.018857830116026965,-0.09638475282332401
1790096826897684224,0.19668432617187498,-0.21213847095871874,0.007661759325396445,-0.08672009457797152
1790096826907684352,0.20668432617187496,-0.14517455791383502,0.009996316087767658,-0.09940249319831114
1790096826917684224,0.21668432617187494,-0.11000038051629929,0.013844073272622067,-0.11289876809209091
1790096826927684352,0.22668432617187495,-0.10873662760392948,-0.0003107575362469757,-0.11494431367379891
1790096826937684224,0.23668432617187496,-0.1075109593950384,-0.03267073794307847,-0.13258242542741816
1790096826947684352,0.24668432617187497,-0.06059937424128551,-0.05501705310373646,-0.17440425134976598
1790096826957684224,0.2566843261718749,0.07310408056021486,-0.10324792506758909,-0.17583194918505432
1790096826967684352,0.26668432617187493,0.31138847084805943,-0.11623481115940407,-0.1294899686927844
1790096826977684224,0.27668432617187494,0.46810569121949974,-0.057638962411044735,-0.13491647450029554
1790096826987684352,0.28668432617187495,0.51540397106482,0.0301686501849388,-0.14300480439345423
1790096826997684224,0.2966843261718749,0.37642415172740457,0.42440587736521485,-0.3226850702276038
1790096827007684352,0.3066843261718749,0.17082749776536457,0.5544614677755251,-0.5073377644913826
1790096827017684224,0.3166843261718749,0.14031136292183508,0.4166888016920844,-0.5133418145404528
1790096827027684352,0.32668432617187493,0.2606151706781511,0.20143256601167267,-0.4187566556049988
1790096827037684224,0.3366843261718749,0.24842535269720253,0.03797243160818919,-0.25720880747471614
1790096827047684352,0.3466843261718749,0.07533288169362563,-0.04393738000159294,-0.0626561048217105
1790096827057684224,0.3566843261718749,-0.21505597995618486,-0.055456090115475636,0.020768863993955
1790096827067684352,0.3666843261718749,-0.3749770411244636,-0.0985232559951029,0.12761797681971748
1790096827077684224,0.3766843261718749,-0.34415325870232394,-0.16486829447950002,0.24881372775586175
1790096827087684352,0.38668432617187487,-0.24762202072440087,-0.17662061082671532,0.3214656041604619
1790096827097684224,0.3966843261718749,-0.20294832571958898,-0.11263690932184309,0.2773552569059237
1790096827107684352,0.4066843261718749,-0.2860110635863643,-0.07582167074860038,0.15139902875819405
1790096827117684224,0.41668432617187484,-0.47677117856293805,-0.18879257356277346,0.02412566203152411
1790096827127684352,0.42668432617187485,-0.7219197070959804,-0.5179198982739633,-0.09647376224247911
1790096827137684224,0.43668432617187486,-0.7015046530948102,-0.9177483025007145,-0.1552828110984118
1790096827147684352,0.44668432617187487,-0.5395505327102587,-0.9880848740416175,-0.18886129210152044
1790096827157684224,0.4566843261718749,-0.3584063002558795,-0.6669671003525423,-0.19082599329518107
1790096827167684352,0.46668432617187483,-0.1833071971736256,-0.4196006900132303,-0.1234425986378175
1790096827177684224,0.47668432617187484,0.04343053871594975,-0.46504258792099273,-0.005382822721435608
1790096827187684352,0.48668432617187485,0.2938739800323491,-0.6759773939454262,0.21652357370795522
1790096827197684224,0.4966843261718748,0.3502309144145326,-0.7848284187603412,0.548358726646569
1790096827207684352,0.5066843261718748,0.19195412910223086,-0.8399213638740359,1.0677051298638538
1790096827217684224,0.5166843261718748,-0.1350776221831756,-1.0416993948499944,1.5898251332880942
1790096827227684352,0.5266843261718748,-0.3604406177829298,-1.3172164685261316,1.4419492068350508
1790096827237684224,0.5366843261718748,-0.3934564345928561,-1.3144851480650874,0.6158450266913811
1790096827247684352,0.5466843261718748,-0.4332889934797649,-0.9989056807298007,-0.18358801870077868
1790096827257684224,0.5566843261718748,-0.6914784406929515,-0.7533668349829094,-0.6930235974107883
1790096827267684352,0.5666843261718748,-0.9881957699586759,-0.6593738924524298,-0.9996018981708767
1790096827277684224,0.5766843261718747,-0.745150096303484,-0.5842265224679115,-0.860597677784746
1790096827287684352,0.5866843261718747,0.011942671593260679,-0.5908424463892062,-0.28455143112867576
1790096827297684224,0.5966843261718747,0.31264829524468646,-0.28031085450796617,0.03953576057075647
1790096827307684352,0.6066843261718747,0.06457832196817426,-0.0347809377702607,0.23647551011250123
1790096827317684224,0.6166843261718747,-0.7588998221264018,-0.241444312065745,0.43135169449015137
1790096827327684352,0.6266843261718748,-1.9042801105614577,-0.6838852858549486,0.5953524291469064
1790096827337684224,0.6366843261718748,-3.035773499362098,-1.0027028747371827,0.48835863500208493
1790096827347684352,0.6466843261718747,-3.744201373461134,-1.1380487182541057,0.4047293892952832
1790096827357684224,0.6566843261718747,-4.132956762537872,-1.3031965696486485,0.3717206227229435
1790096827367684352,0.6666843261718747,-4.324007799567906,-1.5164806589540887,0.6377251195415314
1790096827377684224,0.6766843261718747,-4.398237740823683,-1.7159891150708395,1.142273903316039
1790096827387684352,0.6866843261718747,-4.462099997523657,-2.0657665206125544,1.8079063280664096
1790096827397684224,0.6966843261718747,-4.0451373730876865,-2.6765623115251835,2.619402869727666
1790096827407684352,0.7066843261718747,-2.6476736004627464,-3.1928327105571275,3.1414863247826736
1790096827417684224,0.7166843261718746,-1.480185774347014,-3.4120843141884296,3.2957481551517964
1790096827427684352,0.7266843261718746,-1.082411330785515,-3.7709656091836607,3.479027375196791
1790096827437684224,0.7366843261718746,-1.3668337924960052,-4.908421344764435,4.009297503266585
1790096827447684352,0.7466843261718746,-1.3532608419031578,-5.112573535502254,3.739506734810001
1790096827457684224,0.7566843261718746,-0.7002178799763582,-3.619085153388591,2.347126485325199
1790096827467684352,0.7666843261718747,-0.03271058494335077,-1.6342470575139214,0.4745836639460552
1790096827477684224,0.7766843261718747,-0.02404393253160894,-0.14191404005866504,-1.0558921514968842
1790096827487684352,0.7866843261718747,-0.680887341147332,0.37238306256349535,-1.5418499956597895
1790096827497684224,0.7966843261718747,-1.287957219576089,-0.07901183322930296,-1.251785518603768
1790096827507684352,0.8066843261718746,-1.577950985485396,-0.8088710755240713,-0.8737760222226931
1790096827517684224,0.8166843261718746,-1.5077190890456762,-1.3722969864353853,-0.5532210061044512
1790096827527684352,0.8266843261718746,-1.5191842732235448,-1.6273044808483292,-0.3329582026140091
1790096827537684224,0.8366843261718746,-2.1737276604372098,-1.7673073838578954,-0.12627903212850003
1790096827547684352,0.8466843261718746,-2.992460510502867,-1.9093350439916346,0.28223214568140964
1790096827557684224,0.8566843261718746,-2.364866144219836,-2.1737688226036003,0.8415862023760754
1790096827567684352,0.8666843261718746,0.9177515309197686,-2.548438307004483,1.2099354159609905
1790096827577684224,0.8766843261718745,4.308079305813527,-2.975567862326227,1.248703048710308
1790096827587684352,0.8866843261718745,5.132346265929198,-3.3719667295568403,0.8835826040518644
1790096827597684224,0.8966843261718745,4.166759845967174,-3.475943832928035,-0.02706978069677779
1790096827607684352,0.9066843261718746,2.392391527657181,-3.254696704800987,-1.271625135912528
1790096827617684224,0.9166843261718746,1.5185340981114557,-3.1439954042033333,-2.3250423876406234
1790096827627684352,0.9266843261718746,1.6765153887110604,-3.045359374858719,-3.0123514460454963
1790096827637684224,0.9366843261718746,2.0023773809291923,-2.8356172850457426,-3.3911857584232714
1790096827647684352,0.9466843261718746,2.1568264152826337,-2.458856309563407,-3.5395774622223564
1790096827657684224,0.9566843261718746,2.3528544902801327,-1.870524358119552,-3.5930063120721667
1790096827667684352,0.9666843261718745,3.6674549333603372,-1.3944451665545294,-3.6990776178225904
1790096827677684224,0.9766843261718745,9.149330606364035,-0.6695168167283354,-3.99702450651111
1790096827687684352,0.9866843261718745,11.659686356361584,-0.5673558922327511,-3.762420134993958
1790096827697684224,0.9966843261718745,8.58122095861658,-0.9922125208596853,-2.9070311828278794
1790096827707684352,1.0066843261718745,5.111216027697858,-1.0705466536097512,-2.367731205122178
1790096827717684224,1.0166843261718745,4.013152949537285,-0.526450464650253,-2.682110462466312
1790096827727684352,1.0266843261718746,3.753490588076471,0.16786358646645816,-3.427837694110208
1790096827737684224,1.0366843261718746,3.1333359394133087,0.6021816955394382,-3.8566139697287483
1790096827747684352,1.0466843261718746,2.6766000192914547,0.5581273521298961,-4.186964964755467
1790096827757684224,1.0566843261718746,2.419706294092616,0.3570202791761929,-4.800319691255127
1790096827767684352,1.0666843261718746,2.300808060743796,0.3334989955025053,-5.434346901997156
1790096827777684224,1.0766843261718746,2.500943924676782,0.5091643642071819,-5.72092518413343
1790096827787684352,1.0866843261718746,2.5244172069255844,0.41461706047881763,-5.679537409678453
1790096827797684224,1.0966843261718746,2.796170278523001,0.30782242606755467,-5.817648252221897
1790096827807684352,1.1066843261718746,3.210153919651816,0.4881596228468353,-5.928396293195734
1790096827817684224,1.1166843261718746,3.2552533404755253,0.22825321653091274,-6.1483786828299944
1790096827827684352,1.1266843261718746,3.4298949522348425,0.4409272381081692,-6.593412546933533
1790096827837684224,1.1366843261718746,3.775593539773732,1.0544018738012062,-7.167568636199884
1790096827847684352,1.1466843261718747,3.4352738588654996,1.5889733295247852,-7.537532128252776
1790096827857684224,1.1566843261718747,2.6517876888222194,2.0822991965860824,-7.579343943291769
1790096827867684352,1.1666843261718745,2.439187541838275,2.591724109172911,-7.124901331339627
1790096827877684224,1.1766843261718745,2.918395221236453,2.9590781552468504,-6.173917852019917
1790096827887684352,1.1866843261718745,2.2927785928839457,2.948562069763694,-5.251004342577662
1790096827897684224,1.1966843261718745,0.8555881835978514,2.8228633165723815,-4.871618346013944
1790096827907684352,1.2066843261718745,1.3011051773829616,3.3606093546772677,-4.5731369876222105
1790096827917684224,1.2166843261718745,2.7586844115086278,3.8958820114263015,-3.9090789877027814
1790096827927684352,1.2266843261718745,3.3607678425678973,3.9791936191694104,-3.1070941738221864
