split,model,accuracy_mean,accuracy_min,balanced_accuracy_mean,balanced_accuracy_min,precision_mean,precision_min,recall_mean,recall_min,specificity_mean,specificity_min,f1_mean,f1_min
grouped folds,"DBSCAN, PCA 95% (eps=4, min_samples=5)",0.41383065525796225,0.3776595744680851,0.5,0.5,0.42777624689997246,0.4105263157894737,0.5,0.0,0.5,0.0,0.5990157906121567,0.582089552238806
leave-one-participant-out,"DBSCAN, PCA 95% (eps=4, min_samples=5)",0.4267280239735152,0.3597122302158273,0.4254871206545167,0.333911307271963,0.37760416666666663,0.3125,0.23330351818723907,0.0,0.6176707231217943,0.12295081967213115,0.3478798165683997,0.2072538860103627
