split,model,accuracy_mean,accuracy_min,balanced_accuracy_mean,balanced_accuracy_min,precision_mean,precision_min,recall_mean,recall_min,specificity_mean,specificity_min,f1_mean,f1_min
grouped folds,baseline: threshold on vertbp_madiff,0.9396715561001834,0.8842105263157894,0.9360875271172601,0.8667582417582418,0.9500564136791253,0.8888888888888888,0.914706975320786,0.7692307692307693,0.957468078913734,0.9056603773584906,0.9300984077935464,0.8450704225352113
grouped folds,"k-means, 2D: vertbp_madiff + horiz_madiff",0.9096322128515739,0.8052631578947368,0.9005842045753005,0.7706043956043955,0.959912202867417,0.9183673469387755,0.8300943231250136,0.5769230769230769,0.9710740860255875,0.9577464788732394,0.8842996155152989,0.7086614173228346
grouped folds,"k-means, all kept (52)",0.8343999658152514,0.7421052631578947,0.8149809348974398,0.6956272893772895,0.8661728749415316,0.7910447761194029,0.7827846634752005,0.4358974358974359,0.8471772063196791,0.6056338028169014,0.804936266257975,0.5811965811965812
grouped folds,"k-means, top-5 Fisher",0.9147272525217034,0.8421052631578947,0.9084135210161235,0.8154761904761905,0.9541666157568056,0.9240506329113924,0.8534461276149256,0.6666666666666666,0.9633809144173215,0.9433962264150944,0.8979263236896672,0.7761194029850746
leave-one-participant-out,baseline: threshold on vertbp_madiff,0.9328134835427632,0.920863309352518,0.9384113473288047,0.9259142496847415,0.9455652835934526,0.8648648648648649,0.9286514519072658,0.8846153846153846,0.9481712427503437,0.8773006134969326,0.9342477248856721,0.924187725631769
leave-one-participant-out,"k-means, 2D: vertbp_madiff + horiz_madiff",0.905935276685252,0.8484848484848485,0.9151188869943329,0.8636363636363636,0.9712230215827339,0.9136690647482014,0.8547776512892792,0.7272727272727273,0.9754601226993865,0.9263803680981595,0.90342722736708,0.8421052631578948
leave-one-participant-out,"k-means, all kept (52)",0.7969964418668468,0.7626262626262627,0.7941723292491275,0.7863636363636364,0.8675130509992895,0.7676767676767676,0.7508375345584648,0.5727272727272728,0.8375071239397901,0.6229508196721312,0.7839288813072663,0.7283236994219653
leave-one-participant-out,"k-means, top-5 Fisher",0.8901265040271643,0.8181818181818182,0.901156748868707,0.8363636363636364,0.954738071404738,0.8716216216216216,0.8439005439005439,0.6727272727272727,0.9584129538368701,0.8834355828220859,0.8855726558793128,0.8043478260869564
