time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1790096692679818200,1.437818359375,26.495426177978516,0.8015609979629517,4.126031875610352,8.1850004196167,1.4600000381469727,276,63.5,5.4638572,51.4341853
1790096692968547000,1.726547119140625,29.516921997070312,1.1013628244400024,4.1289191246032715,7.374000072479248,1.7248948812484741,264.30023193359375,63.5,5.4638414,51.4341671
1790096699376611800,8.13461181640625,180,1.5,1.283410906791687,13.456999778747559,1.4859743118286133,265.4613952636719,63.20000076293945,5.4637952,51.4341753
1790096699719546400,8.47754638671875,180,0.7395332455635071,4.477398872375488,13.529000282287598,2.9342539310455322,91.6739501953125,63.70000076293945,5.4638217,51.4341793
1790096700036442000,8.794442138671876,180,0.7395332455635071,4.477398872375488,13.723999977111816,3.0354907512664795,89.0653305053711,63.70000076293945,5.4638861,51.4341827
1790096700757541600,9.515541748046875,180,0.35351818799972534,4.477398872375488,14.317000389099121,3.2235236167907715,87.7759780883789,63.70000076293945,5.4638969,51.4341862
1790096701337248300,10.095248291015626,180,0.37940752506256104,4.477398872375488,15.140999794006348,3.2431163787841797,87.341552734375,63.70000076293945,5.4639064,51.4341883
1790096704667000000,13.425,0,0,4.4941935539245605,70.35700225830078,0,0,63.20000076293945,5.4632439,51.434738
1790096711596000000,20.354,0,0,1.2114782333374023,40.922000885009766,0,0,62.89999771118164,5.4630062,51.433602
1790096718419000000,27.177,0,0,1,17.761999130249023,0,0,62.89999771118164,5.4623916,51.4336885
