time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1790097180969873200,-3.719126953125,8.380712509155273,0.5685068368911743,1.061107873916626,4.715000152587891,2.8299999237060547,247,64.5999984741211,5.4558592,51.4337867
1790097185999976000,1.310975830078125,20.725540161132812,1.2179491519927979,1.1114088296890259,5.489999771118164,3.200000047683716,240,64.5999984741211,5.4556389,51.4337309
1790097190964464600,6.275464599609375,22.448503494262695,1.453444242477417,1.0602346658706665,8.807999610900879,3.690000057220459,250,64.70000457763672,5.4553597,51.4336365
1790097191966198300,7.2771982421875,9.472817420959473,0.8761849403381348,1.0702519416809082,10.156000137329102,4.739999771118164,270,64.70000457763672,5.4552989,51.4336412
1790097192965470500,8.276470458984376,3.6111576557159424,0.35468295216560364,1.0802446603775024,8.847999572753906,4.139999866485596,262,64.70000457763672,5.4552271,51.4336445
1790097193967560200,9.278560302734375,3.809363842010498,0.37802115082740784,1.2509368658065796,7.835999965667725,4.059999942779541,267,64.70000457763672,5.4551597,51.433644
1790097194968272600,10.279272705078125,3.5175437927246094,0.40804412961006165,1.26094388961792,7.190000057220459,4.5,266,64.70000457763672,5.4550954,51.4336463
1790097201891000000,17.202,0,0,1,46.14500045776367,0,0,64.70000457763672,5.4550954,51.4336463
1790097207907000000,23.218,0,0,1.145460844039917,31.378000259399414,0,0,64.80000305175781,5.4541073,51.4336977
1790097214835000000,30.146,0,0,2.1258907318115234,43.03200149536133,0,0,64.80000305175781,5.4538899,51.433758
1790097221696000000,37.007,0,0,2.5634403228759766,33.176998138427734,0,0,64.80000305175781,5.4541014,51.433274
1790097227723000000,43.034,0,0,2.276989698410034,30.5049991607666,0,0,64.5999984741211,5.4540061,51.4331277
