version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 14 Pro,1789021725107,2026-09-10_06-28-45,Europe/Amsterdam,ios,1.65,46154c4c-946c-4737-b4bb-211931294a70,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true,26.3.1
