time,seconds_elapsed,x,y,z
1789030855572205300,0.017205322265625,1.7914612460814416,-9.315538799938558,-2.960130785314738
1789030855582209300,0.027209228515625,1.7275659892760216,-9.303718013763428,-2.956839634814859
1789030855592214300,0.03721435546875,1.7013795547485353,-9.294441066852212,-2.917634290368855
1789030855602218500,0.047218505859375,1.6582837787352498,-9.319577846196292,-2.9188302221551536
1789030855612223500,0.057223388671875,1.6036660533629357,-9.286659326934814,-2.928557250921428
1789030855622227500,0.0672275390625,1.6519992916382849,-9.228599936676027,-2.900874878747761
1789030855632232400,0.077232421875,1.7048210735045373,-9.17263488834798,-2.9022207403987643
1789030855642236200,0.087236083984375,1.7042228153504426,-9.133129976433516,-2.9294553688049314
1789030855652241200,0.0972412109375,1.6974889770507815,-9.190292125591636,-2.926911237280071
1789030855662245400,0.107245361328125,1.7537527160644528,-9.318532136535644,-2.9073092957094304
1789030855672249300,0.117249267578125,1.7673698841370642,-9.404275652533768,-2.9255650833681224
1789030855682254300,0.12725439453125,1.8028337039671838,-9.37868645324707,-2.9685107833862303
1789030855692258300,0.13725830078125,1.8667289607726036,-9.33379458759725,-3.046172407476604
1789030855702263300,0.14726318359375,1.858648676300049,-9.171439541083574,-3.173514885058999
1789030855712267500,0.157267578125,1.84353513218984,-9.118915573120118,-3.1509196068912746
1789030855722272500,0.1672724609375,1.8784009861268103,-9.11143486197591,-3.1591490905761717
1789030855732276500,0.1772763671875,1.8864811244688928,-9.18744959564209,-3.197755592346191
1789030855742281500,0.187281494140625,1.9482816009521484,-9.350104501885175,-3.183091107177734
1789030855752285200,0.19728515625,1.957708623858541,-9.5459807097286,-3.1881782011836766
1789030855762290200,0.207290283203125,1.948581168420613,-9.675568628150224,-3.041384296417236
1789030855772294400,0.21729443359375,1.8866312004640697,-9.699959557563066,-2.7639561790466307
1789030855782299400,0.22729931640625,1.7269674388609826,-9.667936525836584,-2.711134397180378
1789030855792303400,0.237303466796875,1.4854524925231933,-9.638158058166503,-2.69736715311259
1789030855802307300,0.247307373046875,1.4161702089171857,-9.60867828118205,-2.0877438476562498
1789030855812312300,0.257312255859375,1.28568621843867,-9.355341818016766,-2.380733691295981
1789030855822316300,0.26731640625,0.7879916944641621,-9.34067850189209,-2.464680679266155
1789030855832321300,0.2773212890625,0.7725788751464338,-9.223959417393806,-2.4718632842466235
1789030855842325500,0.287325439453125,0.7269394059997052,-9.100061235046386,-2.6744731842592357
1789030855852330500,0.29733056640625,0.8927377979002892,-8.883085540550946,-3.05814370803833
1789030855862334200,0.307334228515625,0.8927380170959979,-8.917202329686281,-3.728071552331745
1789030855872339200,0.317339111328125,0.964713631439209,-9.239224206542968,-3.9899370666503904
1789030855882343200,0.32734326171875,0.9211689426146447,-9.635314943695068,-4.236988750457764
1789030855892348400,0.337348388671875,0.870142665863037,-9.874584303063154,-3.9800612770631907
1789030855902352400,0.347352294921875,0.7829037967406213,-9.865456409233808,-3.627214638353884
1789030855912356400,0.3573564453125,0.6548141540527344,-9.842413387298583,-3.54012613748759
1789030855922361300,0.367361328125,0.8361750759400426,-9.900025033789873,-3.727323364312947
1789030855932365300,0.377365234375,1.1429319444518535,-9.945213252037764,-4.046499496349692
1789030855942370300,0.387370361328125,1.260397609533742,-9.760111536186933,-4.16291755207479
1789030855952374300,0.397374267578125,1.1110590617857872,-9.48627413678467,-4.416702928051352
1789030855962379500,0.407379638671875,0.9799765939574687,-9.228301245990394,-4.346523768670856
1789030855972383200,0.41738330078125,0.7784149608887732,-9.18610519529581,-4.192697188788652
1789030855982388200,0.42738818359375,0.58104281539917,-9.297882147216797,-3.9653967918947335
1789030855992392200,0.43739208984375,0.36930567914433776,-9.626486909595133,-3.5785835861757396
1789030856002397200,0.447397216796875,0.24660291712656618,-9.938779419597982,-3.262698020116985
1789030856012401400,0.4574013671875,0.4336498122284189,-9.69801309967041,-3.154959237670899
1789030856022405400,0.4674052734375,0.6941687707763164,-9.196576904949548,-3.3478421089172365
1789030856032410400,0.477410400390625,0.911741992773488,-9.064747929602861,-3.760093999536335
1789030856042414300,0.487414306640625,0.9308953503264114,-9.016860973790287,-3.8839927664056417
1789030856052419300,0.49741943359375,0.7676409072875976,-8.8868288187325,-3.6736040490850805
1789030856062423300,0.50742333984375,0.4468178482940421,-8.919598284912109,-3.6176392930179833
1789030856072428300,0.51742822265625,0.4085106947967784,-8.815299706047773,-3.6773435278743505
1789030856082432300,0.527432373046875,0.5472246438842265,-8.869170412445069,-3.7178959030151364
1789030856092437200,0.537437255859375,0.7469908814361319,-9.587580548095703,-3.3891420875549314
1789030856102441200,0.547441162109375,1.0307038877625017,-10.477476546698808,-3.2228952942997213
1789030856112446200,0.5574462890625,1.3054383821349589,-11.100715997314452,-3.192966896764934
1789030856122450400,0.567450439453125,1.1776478319915011,-10.848126553124187,-2.90850581201762
1789030856132454400,0.577454345703125,0.6307223902495577,-9.521590364837648,-2.9204771125793454
1789030856142459400,0.58745947265625,0.32396559480298304,-8.583512811389566,-3.0807392784669987
1789030856152463400,0.59746337890625,0.1840541795592756,-8.192361284205317,-3.5087025329589845
1789030856162468400,0.60746826171875,0.7998130286285653,-8.967932399970293,-3.5329435325071215
1789030856172472300,0.617472412109375,0.9117418831756339,-9.176075968712569,-3.7169977851316336
1789030856182477300,0.627477294921875,1.1430815455229952,-9.510366375511884,-3.819200560760498
1789030856192481300,0.637481201171875,1.4037503974029795,-9.727192432403564,-3.683030049078166
1789030856202486300,0.647486328125,1.081131504501216,-9.088988052368162,-3.364900795745849
1789030856212490200,0.657490234375,1.1230301796844229,-9.948505863842366,-3.019687136133015
1789030856222494500,0.667494384765625,2.9123966089110827,-15.285031142205,-2.4711156807497145
1789030856232499500,0.67749951171875,2.413804076650925,-18.3472174036324,0.8484452133178713
1789030856242503400,0.68750341796875,-2.454954746478423,-0.08484510585367744,-3.9007533470705154
1789030856252508400,0.69750830078125,-0.750881532199122,0.8385697159916159,-6.258442847387492
1789030856262512400,0.707512451171875,0.41105453406069425,-5.8458916815608735,-3.717596627807618
1789030856272517400,0.717517333984375,0.7963713637420907,-8.664764861187336,-3.1313167885378004
1789030856282521300,0.727521240234375,0.842758984375,-8.6692557428658,-3.002030483411253
1789030856292526300,0.7375263671875,0.879270669290237,-7.904757225257157,-2.8275524529054765
1789030856302530300,0.7475302734375,1.0812812517028303,-7.7503300491333,-2.93349587636739
1789030856312534300,0.7575341796875,1.3630488961150868,-8.112153775024414,-3.5960903090327974
1789030856322539300,0.767539306640625,1.6430208527496082,-8.866625988659262,-4.4252325637266035
1789030856332543500,0.77754345703125,1.564610748379491,-8.613740191870926,-3.876661692865193
1789030856342548500,0.787548583984375,1.6142905058929697,-8.966133826115724,-3.6861724387571213
1789030856352552400,0.797552490234375,1.5607200610838832,-9.236829420360923,-3.7149025664180515
1789030856362557400,0.807557373046875,0.9473555232726036,-8.703970497894288,-3.1148569443851706
1789030856372561400,0.8175615234375,-0.10594356959238638,-7.715463318413495,-1.9735703559875488
