version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 11,1788848420105,2026-09-08_06-20-20,Europe/Amsterdam,ios,1.65,5a970e3a-a9a0-4df2-9d64-aefa1e2d6b9a,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true,18.7.8
