version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-G780G,1789323482106,2026-09-13_18-18-02,Europe/Amsterdam,android,1.64,83f37dea-3091-41cf-84d7-76e6938702ff,Accelerometer|Gravity|Gyroscope|Location|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|0||10|10|10,false,33
