time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1789323183663228400,-9.638771484375,0.922895073890686,0.06403124332427979,7.437359809875488,7.348999977111816,3.9800000190734863,164,65.20000457763672,5.4529154,51.4346389
1789323188747000000,-4.555,0,0,2.6414284706115723,35.10200119018555,0,0,64.9000015258789,5.4529154,51.4346389
1789323199691000000,6.389,0,0,1.4554810523986816,37.21900177001953,0,0,64.9000015258789,5.4532633,51.433957
1789323206018000000,12.715999755859375,0,0,4.468355178833008,20.283000946044922,0,0,64.80000305175781,5.4536302,51.4339061
1789323213054000000,19.752000244140625,0,0,4.28523588180542,49.867000579833984,0,0,63.70000076293945,5.4529588,51.4332632
1789323219487000000,26.185,0,0,2.009647846221924,53.446998596191406,0,0,64.70000457763672,5.4538575,51.4329804
1789323226271000000,32.969,0,0,1,12.125,0,0,64.5,5.4540262,51.4331052
1789323231661025300,38.359025390625,20.729557037353516,1.6046183109283447,1.0539002418518066,8.288000106811523,4.579999923706055,172,64.5,5.4539946,51.4329404
1789323232655197200,39.353197265625,13.892024040222168,0.9936296939849854,1.0638419389724731,7.116000175476074,4.039999961853027,161,64.5,5.4539539,51.4328806
1789323233657862000,40.35586181640625,2.7523820400238037,0.28319603204727173,1.0738686323165894,6.271999835968018,4.53000020980835,149,64.5,5.4539503,51.4328317
1789323234659080700,41.357080810546876,7.338283538818359,0.4675467908382416,1.0838807821273804,5.747000217437744,3.109999895095825,155,64.5,5.4539489,51.4327961
1789323235657758000,42.355758056640624,7.785193920135498,0.573846697807312,1.093867540359497,5.413000106811523,3.5799999237060547,158,64.5,5.4539512,51.432763
1789323236657927700,43.355927734375,5.021128177642822,0.4313930869102478,1.1038693189620972,5.21999979019165,3.930000066757202,154,64.5,5.4539647,51.4327278
